Trial	audCue	audCueOnset	spaCueOnset	targOnset	targX	location	sacctype	dir	message	MRT	SRTFix	SRTSacc	numSaccades
240	1	0.594899	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.588226	0
241	0	0.496139	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	1.390117	0
242	1	0.283357	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.483225	0
243	0	0.441539	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.439012	0
244	0	0.439091	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.459161	0
245	0	0.290832	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.685302	0
246	0	0.519646	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.537793	0
247	1	0.213141	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.548423	0
248	0	0.279323	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.790257	0
249	1	0.264427	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.463488	0
250	0	0.315531	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	1.272280	0
251	0	0.379705	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.938451	0
252	0	0.230897	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.475989	0
253	0	0.172669	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.507278	0
254	1	0.444868	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
255	0	0.416386	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.625836	0
256	0	0.587698	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.281729	0
257	1	0.158669	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
258	1	0.198741	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.592353	0
259	1	0.597484	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.859458	0
260	1	0.511395	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.000000	0
261	0	0.508291	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
262	0	0.541415	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.643150	0
263	1	0.407154	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.492203	0
264	1	0.388818	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	1.299957	0
265	0	0.372862	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.811775	0
266	1	0.454953	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.576776	0
267	0	0.468138	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.617350	0
268	1	0.268631	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.584835	0
269	0	0.160959	0.400000	0.450000	652.000000	left	saccade	left	Fix_Error	0.000000	0.000000	0.000000	0
270	1	0.224955	0.400000	0.450000	652.000000	left	antisaccade	left	Fix_Error	0.000000	0.000000	0.000000	0
271	0	0.179270	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.525901	0
272	1	0.524508	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	1.430082	0
273	0	0.229923	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.507636	0
274	1	0.503849	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.531796	0
275	0	0.403702	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.449080	0
276	1	0.596099	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.748429	0
277	1	0.385317	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.513866	0
278	0	0.197290	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.559054	0
279	1	0.469486	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.314845	0
280	1	0.318388	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.462645	0
281	1	0.366604	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
282	1	0.348403	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.501033	0
283	0	0.259693	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.503275	0
284	0	0.129773	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.501280	0
285	0	0.522502	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.444181	0
286	1	0.378710	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.599878	0
287	0	0.307036	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.443505	0
288	0	0.512473	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.525723	0
289	0	0.502793	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.457654	0
290	1	0.374550	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.469124	0
291	0	0.473700	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.427910	0
292	0	0.393617	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.471095	0
293	0	0.495640	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.478362	0
294	0	0.121343	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.569132	0
295	1	0.119185	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	1.847487	0
296	0	0.352629	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	1.040471	0
297	1	0.402072	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.552187	0
298	1	0.173313	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.473594	0
299	0	0.542119	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.505696	0
300	0	0.542953	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.989951	0
301	1	0.445472	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
302	1	0.384985	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.608221	0
303	1	0.328200	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.810182	0
304	0	0.256126	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.589537	0
305	0	0.400730	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.502687	0
306	0	0.598268	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.557501	0
307	1	0.586339	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.189864	0
308	1	0.554666	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.549901	0
309	0	0.452547	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.894694	0
310	1	0.512035	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.050339	0
311	0	0.297863	0.400000	0.450000	1268.000000	centre	saccade	right	Fix_Error	0.000000	0.000000	0.000000	0
312	1	0.214217	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.510844	0
313	0	0.436184	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.306939	0
314	1	0.552043	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.873652	0
315	0	0.321645	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	1.204120	0
316	0	0.263342	0.400000	0.450000	652.000000	left	saccade	left	Fix_Error	0.000000	0.000000	0.000000	0
317	1	0.349244	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.572572	0
318	1	0.454806	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.610965	0
319	0	0.176719	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.785061	0
320	1	0.288380	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.538283	0
321	1	0.272262	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	1.311296	0
322	1	0.178337	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.454238	0
323	0	0.487081	0.400000	0.450000	652.000000	right	antisaccade	left	Fix_Error	0.000000	0.000000	0.000000	0
324	0	0.335688	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.536462	0
325	0	0.398912	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.691819	0
326	0	0.294669	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.598535	0
327	1	0.318329	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
328	0	0.105696	0.400000	0.450000	1268.000000	centre	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
329	0	0.571273	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.509977	0
330	1	0.121353	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.000000	0
331	0	0.329262	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.509859	0
332	0	0.447948	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.666896	0
333	0	0.370400	0.400000	0.450000	652.000000	right	saccade	left	Fix_Error	0.000000	0.000000	0.000000	0
334	0	0.164925	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.555900	0
335	1	0.473830	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.487464	0
336	1	0.189953	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.371976	0
337	1	0.514480	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.359056	0
338	0	0.281961	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.782842	0
339	1	0.500052	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.536838	0
340	0	0.434972	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.220768	0
341	0	0.190420	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.740910	0
342	1	0.208493	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.473409	0
343	1	0.552635	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.191210	0
344	1	0.299384	0.400000	0.450000	652.000000	left	antisaccade	left	Fix_Error	0.000000	0.000000	0.000000	0
345	0	0.324207	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.461587	0
346	1	0.420978	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.458343	0
347	1	0.554453	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.362864	0
348	1	0.344569	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	1.350099	0
349	1	0.387226	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	1.652392	0
350	1	0.515078	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.558025	0
351	1	0.541144	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	1.186983	0
352	0	0.484246	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.499891	0
353	1	0.342686	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.513526	0
354	1	0.252164	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.715095	0
355	0	0.304504	0.400000	0.450000	652.000000	centre	antisaccade	left	Fix_Error	0.000000	0.000000	0.000000	0
356	0	0.114018	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.471906	0
357	1	0.296841	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.363618	0
358	1	0.458329	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.395834	0
359	1	0.506423	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.434896	0
360	0	0.151795	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.690248	0
